autoDriveSum,autoTurn,autoTimer
0.450662,-0.0303159,19.0018
0.450662,-0.0303159,19.0212
0.450662,-0.023947,19.0413
0.450662,-0.023947,19.0613
0.450662,-0.023947,19.0806
0.450662,-0.023947,19.1011
0.450662,-0.023947,19.1215
0.450662,-0.023947,19.1405
0.450662,-0.023947,19.1613
0.450662,-0.023947,19.1811
0.450662,-0.023947,19.2008
0.450662,-0.023947,19.2207
0.450662,-0.023947,19.2407
0.457031,-0.00484035,19.262
0.450662,0,19.2809
0.450662,0,19.3005
0.450662,0,19.3204
0.450662,0,19.3405
0.450662,0,19.3604
0.450662,0,19.3805
0.450662,0,19.4012
0.450662,0,19.421
0.450662,0,19.4413
0.450662,0,19.4613
0.450662,0,19.4805
0.450662,0,19.5008
0.450662,0,19.5208
0.450662,0,19.541
0.450662,0,19.5605
0.450662,0,19.5808
0.450662,0,19.6003
0.450662,0,19.6204
0.450662,0,19.6415
0.450662,0,19.6606
0.450662,0,19.6807
0.450662,0,19.7004
0.450662,0,19.7207
0.450662,0,19.7404
0.450662,0,19.7611
0.450662,0,19.7818
0.450662,0,19.8017
0.450662,0,19.8211
0.450662,0,19.8411
0.450662,0,19.8612
0.450662,0,19.8819
0.450662,0,19.9012
0.450662,0,19.9206
0.450662,0,19.9411
0.450662,0.133773,19.9605
0.450662,0.146611,19.9811
0.450662,0.165868,20.0007
0.450662,0.21722,20.0216
0.450662,0.223639,20.0411
0.450662,0.223639,20.0607
0.450662,0.223639,20.0808
0.450662,0.223639,20.1008
0.450662,0.236477,20.1206
0.450662,0.236477,20.1408
0.450662,0.236477,20.1605
0.450662,0.313506,20.1812
0.450662,0.313506,20.2008
0.450662,0.313506,20.2206
0.450662,0.339182,20.2413
0.450662,0.339182,20.2607
0.450662,0.339182,20.2808
0.450662,0.371277,20.3008
0.450662,0.396953,20.3208
